date,firm,ticker,research_development,income_before_tax,net_income,selling_general_administrative,gross_profit,ebit,operating_income,interest_expense,income_tax_expense,total_revenue,total_operating_expenses,cost_of_revenue,total_other_income_expense_net,net_income_from_continuing_ops,net_income_applicable_to_common_shares,net_margin,operating_margin,tax_rate
2021-06-30,Albemarle Corporation,ALK,0.0,528000000.0,397000000.0,41000000.0,246000000.0,-36000000.0,-36000000.0,-36000000.0,131000000.0,1527000000.0,1563000000.0,1281000000.0,564000000.0,397000000.0,397000000.0,0.2599869024230517,-0.023575638506876228,0.2481060606060606
2021-09-30,Alexandria Real Estate Equities,ARE,0.0,124433000.0,103147000.0,37931000.0,384855000.0,136082000.0,136082000.0,-35678000.0,0.0,550850000.0,414768000.0,165995000.0,-11649000.0,124433000.0,101264000.0,0.1872506126894799,0.2470400290460198,0.0
2021-06-30,Alexandria Real Estate Equities,ARE,0.0,404520000.0,385084000.0,37880000.0,368273000.0,140341000.0,140341000.0,-35158000.0,0.0,512228000.0,371887000.0,143955000.0,264179000.0,404520000.0,380563000.0,0.751782409395816,0.27398150823461426,0.0
2021-03-31,Alexandria Real Estate Equities,ARE,0.0,25533000.0,8121000.0,33996000.0,345498000.0,130589000.0,130589000.0,-36467000.0,0.0,483386000.0,352797000.0,137888000.0,-105056000.0,25533000.0,7979000.0,0.01680023831885905,0.2701547003843719,0.0
2020-12-31,Alexandria Real Estate Equities,ARE,0.0,457133000.0,441484000.0,32690000.0,330546000.0,120106000.0,120106000.0,-37538000.0,0.0,467313000.0,347207000.0,136767000.0,337027000.0,457133000.0,436620000.0,0.944728693616484,0.25701403556074837,0.0
2021-09-30,Align Technology,ALGN,65587000.0,261988000.0,180969000.0,428409000.0,755156000.0,261160000.0,261160000.0,0.0,81019000.0,1015906000.0,754746000.0,260750000.0,828000.0,180969000.0,180969000.0,0.17813557553553183,0.25707102822505234,0.30924698841168297
2021-06-30,Align Technology,ALGN,57715000.0,268802000.0,199714000.0,431921000.0,758538000.0,268902000.0,268902000.0,0.0,69088000.0,1010808000.0,741906000.0,252270000.0,-100000.0,199714000.0,199714000.0,0.19757857080672095,0.26602678253436857,0.25702189715850327
2021-03-31,Align Technology,ALGN,54537000.0,261621000.0,200376000.0,397115000.0,677098000.0,225446000.0,225446000.0,0.0,61245000.0,894771000.0,669325000.0,217673000.0,36175000.0,200376000.0,200376000.0,0.2239410977780907,0.2519594399013826,0.23409818019195708
2020-12-31,Align Technology,ALGN,48887000.0,214542000.0,158988000.0,348392000.0,610463000.0,213184000.0,213184000.0,0.0,55554000.0,834520000.0,621336000.0,224057000.0,1358000.0,158988000.0,158988000.0,0.19051430762594065,0.25545702919043284,0.25894230500321613
2021-09-30,Allegion,ALLE,0.0,140800000.0,143500000.0,160000000.0,300500000.0,140500000.0,140500000.0,-12300000.0,-2800000.0,717000000.0,576500000.0,416500000.0,300000.0,143600000.0,143500000.0,0.200139470013947,0.19595536959553697,0.0
2021-06-30,Allegion,ALLE,0.0,136200000.0,118700000.0,173100000.0,320500000.0,147400000.0,147400000.0,-12400000.0,17400000.0,746900000.0,599500000.0,426400000.0,-11200000.0,118800000.0,118700000.0,0.15892355067612798,0.19734904270986744,0.1277533039647577
2021-03-31,Allegion,ALLE,0.0,122500000.0,108000000.0,164200000.0,297400000.0,133200000.0,133200000.0,-12300000.0,14300000.0,694300000.0,561100000.0,396900000.0,-10700000.0,108200000.0,108000000.0,0.15555235488981708,0.19184790436410773,0.11673469387755102
2020-12-31,Allegion,ALLE,0.0,105800000.0,93300000.0,156600000.0,320700000.0,164100000.0,164100000.0,-12300000.0,12400000.0,727300000.0,563200000.0,406600000.0,-58300000.0,93400000.0,93300000.0,0.12828268939914753,0.22562903891104083,0.11720226843100189
2021-09-30,Alliant Energy,LNT,0.0,235000000.0,256000000.0,408500000.0,480000000.0,289000000.0,289000000.0,-71000000.0,-21000000.0,1024000000.0,735000000.0,544000000.0,-54000000.0,256000000.0,256000000.0,0.25,0.2822265625,0.0
2021-06-30,Alliant Energy,LNT,0.0,127000000.0,144000000.0,408500000.0,367000000.0,176000000.0,176000000.0,-71000000.0,-17000000.0,817000000.0,641000000.0,450000000.0,-49000000.0,144000000.0,144000000.0,0.1762545899632803,0.21542227662178703,0.0
2021-03-31,Alliant Energy,LNT,0.0,143000000.0,171000000.0,408500000.0,388000000.0,198000000.0,198000000.0,-72000000.0,-28000000.0,901000000.0,703000000.0,513000000.0,-55000000.0,171000000.0,171000000.0,0.1897891231964484,0.21975582685904552,0.0
2020-12-31,Alliant Energy,LNT,0.0,54000000.0,64000000.0,24000000.0,299000000.0,88000000.0,88000000.0,-70000000.0,-10000000.0,817000000.0,729000000.0,518000000.0,-34000000.0,64000000.0,64000000.0,0.07833537331701346,0.10771113831089352,0.0
2021-09-30,Allstate Corp,ALL,0.0,226000000.0,538000000.0,1930000000.0,2357000000.0,318000000.0,318000000.0,-69000000.0,20000000.0,12480000000.0,12162000000.0,10123000000.0,-92000000.0,206000000.0,508000000.0,0.04310897435897436,0.02548076923076923,0.08849557522123894
2021-06-30,Allstate Corp,ALL,0.0,1797000000.0,1625000000.0,1549000000.0,3642000000.0,1988000000.0,1988000000.0,-91000000.0,362000000.0,12646000000.0,10658000000.0,9004000000.0,-191000000.0,1435000000.0,1595000000.0,0.1284991301597343,0.15720385892772418,0.20144685587089595
2021-03-31,Allstate Corp,ALL,0.0,3032000000.0,-1381000000.0,1399000000.0,4643000000.0,3191000000.0,3191000000.0,-86000000.0,626000000.0,12451000000.0,9260000000.0,7808000000.0,-159000000.0,2406000000.0,-1408000000.0,-0.11091478596096699,0.25628463577222715,0.20646437994722955
2020-12-31,Allstate Corp,ALL,0.0,3310000000.0,2624000000.0,1131000000.0,4590000000.0,3429000000.0,3429000000.0,-80000000.0,686000000.0,12018000000.0,8589000000.0,7428000000.0,-119000000.0,2624000000.0,2598000000.0,0.21833915792977202,0.2853220169745382,0.20725075528700906
